0	0	3.4404066341378706E-4	0.06604275456883796	0.36322657319402746	0.031403086932320724	3.857043703161321E-4	4.971997157167721E-4	0.5368044378458159	4.535312542519524E-4	4.8823573932914815E-4	3.544357159702211E-4
1	1	3.549997020643637E-4	0.08407342676800732	5.133728080617349E-4	0.02443992160344747	3.9799056073341703E-4	0.5420294245464347	0.032296059101411784	0.004449716136075356	0.2991341484752838	0.012310940298480143
2	2	3.8739207158443393E-4	0.05263929736324793	0.5741076829385615	0.05274031068326411	4.343056822217145E-4	5.598501815207036E-4	0.3176716282212918	5.106792039336292E-4	5.497566845835144E-4	3.9909696979067505E-4
3	3	4.0870207521374543E-4	0.04636677959137329	0.4360779925063975	6.326169592316386E-4	0.10589188128881814	0.28938726217696403	0.0417656998883197	0.07846801648335268	5.799981835790857E-4	4.2105084675026806E-4
4	4	0.0012531444549300184	0.0016129423686008758	0.7748638875449918	0.21277198104767003	0.0014049016418812249	0.001811015769359448	0.0015607979499627517	0.0016519564017923435	0.0017783651018691224	0.0012910077189423137
5	5	0.002749378552743372	2.8967904014321253E-4	3.2546495530922064E-4	3.483640628058481E-4	2.5231562332186583E-4	0.6793667973865665	2.8031407743036603E-4	0.18709621866262338	0.048281430622134656	0.0810100370169217
6	6	0.031003730430924165	0.0859887154605726	7.85467594243817E-4	0.3846439880879988	0.09199065886621031	0.3602197502503444	0.04332130806061828	7.160128950028724E-4	7.708026335197741E-4	5.595657205650262E-4
7	7	0.001646584769570577	0.0021193457209860204	0.002381162130420243	0.0025486962587554624	0.0018459880161186262	0.02084798667905467	0.020519209857776895	0.6485639067825767	0.03927346487304022	0.26025365491170066
8	8	0.7474475513391843	0.014086287906554546	0.01582645766056475	0.01693997771655902	0.012269408624374195	0.13856669996084853	0.013630895756186725	0.014427008638199536	0.01553097203939619	0.01127474035813223
9	9	0.03432038290844224	0.017749187550461894	0.026261192594266312	0.0011582641739968764	8.389158878201654E-4	0.0010814208316918938	0.18557848300808563	0.22759802508496804	0.017847967247921384	0.48756616071234554
